year,month,artist,title,weeks,rank
2019,4,Calboy,Envy Me,15,35
2019,4,Juice WRLD,Robbery,6,36
2019,4,Kodak Black Featuring Travis Scott & Offset,ZEZE,24,37
2019,4,Dan + Shay,Tequila,47,38
2019,4,Khalid,Talk,7,39
2019,4,Billie Eilish,Bury A Friend,9,40
2019,4,YNW Melly Featuring Kanye West,Mixed Personalities,10,41
2019,4,City Girls,Act Up,4,42
2019,4,A Boogie Wit da Hoodie Featuring 6ix9ine,Swervin,14,43
2019,4,"Cardi B, Bad Bunny & J Balvin",I Like It,51,44
2019,4,Yo Gotti Featuring Lil Baby,Put A Date On It,9,45
2019,4,Juice WRLD,Lucid Dreams,46,46
2019,4,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",Taki Taki,26,47
2019,4,Daddy Yankee & Katy Perry Featuring Snow,Con Calma,8,48
2019,4,City Girls Featuring Cardi B,Twerk,12,49
2019,4,Brett Young,Here Tonight,12,50
2019,4,The Chainsmokers Featuring 5 Seconds Of Summer,Who Do You Love,7,51
2019,4,Marshmello Featuring CHVRCHES,Here With Me,3,52
2019,4,Chase Rice,Eyes On You,6,53
2019,4,YK Osiris,Worth It,6,54
2019,4,Imagine Dragons,Bad Liar,5,55
2019,4,Lil Baby,Close Friends,22,56
2019,4,Summer Walker X Drake,Girls Need Love,5,57
2019,4,Kane Brown,Good As You,5,58
2019,4,Kelsea Ballerini,Miss Me More,8,59
2019,4,FLETCHER,Undrunk,3,60
2019,4,Ella Mai,Shot Clock,9,61
2019,4,P!nk,Walk Me Home,4,62
2019,4,Chris Stapleton,Millionaire,16,63
2019,4,Jake Owen,Down To The Honkytonk,13,64
2019,4,Morgan Wallen,Whiskey Glasses,4,65
2019,4,Michael Ray,One That Got Away,5,66
2019,4,Scotty McCreery,This Is It,16,67
2019,4,Thomas Rhett,Look What God Gave Her,4,68
2019,4,Lil Baby,Pure Cocaine,14,69
2019,4,Riley Green,There Was This Girl,5,70
2019,4,NAV Featuring The Weeknd,Price On My Head,1,71
2019,4,Khalid & Kane Brown,Saturday Nights,8,72
2019,4,Old Dominion,Make It Sweet,13,73
2019,4,Lil Peep & iLoveMakonnen Featuring Fall Out Boy,I've Been Waiting,3,74
2019,4,Jason Aldean,Girl Like You,18,75
2019,4,Maren Morris,GIRL,4,76
2019,4,Logic,Confessions Of A Dangerous Mind,1,77
2019,4,Jordan Davis,Take It From Me,13,78
2019,4,Rich The Kid,Splashin,5,79
2019,4,Jon Pardi,Night Shift,6,80
2019,4,Lil Skies,I,4,81
2019,4,Lee Brice,Rumor,3,82
2019,4,Billie Eilish,Wish You Were Gay,4,83
2019,4,"benny blanco, Tainy, Selena Gomez & J Balvin",I Can't Get Enough,4,84
2019,4,Juice WRLD,Hear Me Calling,4,85
2019,4,Ski Mask The Slump God,Faucet Failure,5,86
2019,4,Florida Georgia Line,Talk You Out Of It,6,87
2019,4,NAV Featuring Meek Mill,Tap,1,88
2019,4,Pedro Capo X Farruko,Calma,3,89
2019,4,Chris Brown,Undecided,12,90
2019,4,Cody Johnson,On My Way To You,7,91
2019,4,Anuel AA & Karol G,Secreto,8,92
2019,4,Kodak Black,Calling My Spirit,17,93
2019,4,Polo G Featuring Lil Tjay,Pop Out,1,94
2019,4,Billie Eilish & Khalid,Lovely,21,95
2019,4,Mabel,Don't Call Me Up,1,96
2019,4,Bebe Rexha,Last Hurrah,1,97
2019,4,Juice WRLD,Empty,3,98
2019,4,Carrie Underwood,Love Wins,10,99
2019,5,Lil Nas X Featuring Billy Ray Cyrus,Old Town Road,8,0
2019,5,Post Malone,Wow.,18,1
2019,5,Post Malone & Swae Lee,Sunflower (Spider-Man: Into The Spider-Verse),27,2
2019,5,Ariana Grande,7 Rings,14,3
2019,5,Jonas Brothers,Sucker,8,4
2019,5,Halsey,Without Me,29,5
2019,5,Sam Smith & Normani,Dancing With A Stranger,15,6
2019,5,Khalid,Talk,11,7
2019,5,Billie Eilish,Bad Guy,4,8
2019,5,J. Cole,Middle Child,14,9
2019,5,Ava Max,Sweet But Psycho,19,10
2019,5,Marshmello & Bastille,Happier,36,11
2019,5,Cardi B & Bruno Mars,Please Me,10,12
2019,5,Ariana Grande,"Break Up With Your Girlfriend, I'm Bored",11,13
2019,5,Lady Gaga & Bradley Cooper,Shallow,30,14
2019,5,Meek Mill Featuring Drake,Going Bad,21,15
2019,5,Lil Dicky,Earth,1,16
2019,5,"benny blanco, Halsey & Khalid",Eastside,41,17
2019,5,Khalid,Better,32,18
2019,5,Panic! At The Disco,High Hopes,38,19
2019,5,Blueface,Thotiana,15,20
2019,5,Maroon 5 Featuring Cardi B,Girls Like You,48,21
2019,5,Mustard & Migos,Pure Water,13,22
2019,5,21 Savage,A Lot,18,23
2019,5,Travis Scott,Sicko Mode,38,24
2019,5,Luke Combs,Beautiful Crazy,24,25
2019,5,Dean Lewis,Be Alright,26,26
2019,5,A Boogie Wit da Hoodie,Look Back At It,20,27
2019,5,Ellie Goulding X Diplo Featuring Swae Lee,Close To Me,23,28
2019,5,City Girls,Act Up,8,29
2019,5,Calboy,Envy Me,19,30
2019,5,Lil Uzi Vert,Sanguine Paradise,2,31
2019,5,Lil Baby & Gunna,Drip Too Hard,32,32
2019,5,Daddy Yankee & Katy Perry Featuring Snow,Con Calma,12,33
2019,5,YNW Melly,Murder On My Mind,14,34
2019,5,Billie Eilish,Bury A Friend,13,35
2019,5,Marshmello Featuring CHVRCHES,Here With Me,7,36
2019,5,Billie Eilish,When The Party's Over,24,37
2019,5,Offset Featuring Cardi B,Clout,3,38
2019,5,BTS Featuring Halsey,Boy With Luv,2,39
2019,5,Ariana Grande,"Thank U, Next",25,40
2019,5,Post Malone,Better Now,52,41
2019,5,Blake Shelton,God's Country,4,42
2019,5,Chase Rice,Eyes On You,10,43
2019,5,Lauren Daigle,You Say,41,44
2019,5,DaBaby,Suge,4,45
2019,5,Pinkfong,Baby Shark,17,46
2019,5,Morgan Wallen,Whiskey Glasses,8,47
2019,5,Brett Young,Here Tonight,16,48
2019,5,5 Seconds Of Summer,Youngblood,47,49
2019,5,Nipsey Hussle Featuring Roddy Ricch & Hit-Boy,Racks In The Middle,4,50
2019,5,Kane Brown,Good As You,9,51
2019,5,Thomas Rhett,Look What God Gave Her,8,52
2019,5,A Boogie Wit da Hoodie Featuring 6ix9ine,Swervin,18,53
2019,5,The Chainsmokers Featuring 5 Seconds Of Summer,Who Do You Love,11,54
2019,5,Old Dominion,Make It Sweet,17,55
2019,5,Lil Baby,Close Friends,26,56
2019,5,YK Osiris,Worth It,10,57
2019,5,Kelsea Ballerini,Miss Me More,12,58
2019,5,Polo G Featuring Lil Tjay,Pop Out,5,59
2019,5,Jon Pardi,Night Shift,10,60
2019,5,P!nk,Walk Me Home,8,61
2019,5,YNW Melly Featuring Kanye West,Mixed Personalities,14,62
2019,5,Lil Peep & iLoveMakonnen Featuring Fall Out Boy,I've Been Waiting,7,63
2019,5,Billie Eilish,You Should See Me In A Crown,5,64
2019,5,Juice WRLD,Robbery,10,65
2019,5,Lee Brice,Rumor,7,66
2019,5,Eli Young Band,Love Ain't,2,67
2019,5,Jonas Brothers,Cool,3,68
2019,5,Mabel,Don't Call Me Up,5,69
2019,5,Pedro Capo X Farruko,Calma,6,70
2019,5,Summer Walker X Drake,Girls Need Love,9,71
2019,5,Billie Eilish,Wish You Were Gay,8,72
2019,5,Maren Morris,GIRL,8,73
2019,5,Beyonce,Before I Let Go,1,74
2019,5,Megan Thee Stallion,Big Ole Freak,3,75
2019,5,Yo Gotti Featuring Lil Baby,Put A Date On It,13,76
2019,5,Florida Georgia Line,Talk You Out Of It,10,77
2019,5,Ella Mai,Shot Clock,13,78
2019,5,Panic! At The Disco,"Hey Look Ma, I Made It",2,79
2019,5,Lauv & Troye Sivan,I'm So Tired...,3,80
2019,5,Lil Uzi Vert,That's A Rack,2,81
2019,5,Anuel AA & Karol G,Secreto,9,82
2019,5,Billie Eilish,Ocean Eyes,10,83
2019,5,Imagine Dragons,Bad Liar,9,84
2019,5,BLACKPINK,Kill This Love,3,85
2019,5,Avicii Featuring Aloe Blacc,SOS,2,86
2019,5,Ski Mask The Slump God,Faucet Failure,9,87
2019,5,Cody Johnson,On My Way To You,9,88
2019,5,French Montana Featuring Blueface & Lil Tjay,Slide,1,89
2019,5,Khalid & Kane Brown,Saturday Nights,12,90
2019,5,Lil Baby,Pure Cocaine,16,91
2019,5,Brett Eldredge,Love Someone,1,92
2019,5,Scotty McCreery,This Is It,20,93
2019,5,Billie Eilish,My Strange Addiction,4,94
2019,5,NLE Choppa,Shotta Flow,1,95
2019,5,Alec Benjamin + Alessia Cara,Let Me Down Slowly,9,96
2019,5,Billie Eilish,Xanny,4,97
2019,5,Michael Ray,One That Got Away,9,98
2019,5,Taylor Swift Featuring Brendon Urie,ME!,1,99
2019,6,Lil Nas X Featuring Billy Ray Cyrus,Old Town Road,12,0
2019,6,Ed Sheeran & Justin Bieber,I Don't Care,2,1
2019,6,Billie Eilish,Bad Guy,8,2
2019,6,Jonas Brothers,Sucker,12,3
2019,6,Khalid,Talk,15,4
2019,6,Post Malone,Wow.,22,5
2019,6,Post Malone & Swae Lee,Sunflower (Spider-Man: Into The Spider-Verse),31,6
2019,6,Sam Smith & Normani,Dancing With A Stranger,19,7
2019,6,Taylor Swift Featuring Brendon Urie,ME!,5,8
2019,6,Ava Max,Sweet But Psycho,23,9
2019,6,Halsey,Without Me,33,10
2019,6,Ariana Grande,7 Rings,18,11
2019,6,"Tyler, The Creator",EARFQUAKE,1,12
2019,6,DaBaby,Suge,8,13
2019,6,Halsey,Nightmare,1,14
2019,6,Shawn Mendes,If I Can't Have You,3,15
2019,6,J. Cole,Middle Child,18,16
2019,6,Marshmello & Bastille,Happier,40,17
2019,6,DJ Khaled Featuring Cardi B & 21 Savage,Wish Wish,1,18
2019,6,Ariana Grande,"Break Up With Your Girlfriend, I'm Bored",15,19
2019,6,DJ Khaled Featuring Nipsey Hussle & John Legend,Higher,1,20
2019,6,Panic! At The Disco,High Hopes,42,21
2019,6,Meek Mill Featuring Drake,Going Bad,25,22
2019,6,Blake Shelton,God's Country,8,23
2019,6,"benny blanco, Halsey & Khalid",Eastside,45,24
2019,6,Morgan Wallen,Whiskey Glasses,12,25
2019,6,Daddy Yankee & Katy Perry Featuring Snow,Con Calma,16,26
2019,6,Mustard & Migos,Pure Water,17,27
2019,6,A Boogie Wit da Hoodie,Look Back At It,24,28
2019,6,Khalid,Better,36,29
2019,6,Polo G Featuring Lil Tjay,Pop Out,9,30
2019,6,Travis Scott,Sicko Mode,42,31
2019,6,Cardi B & Bruno Mars,Please Me,14,32
2019,6,City Girls,Act Up,12,33
2019,6,Maroon 5 Featuring Cardi B,Girls Like You,52,34
2019,6,Lady Gaga & Bradley Cooper,Shallow,34,35
2019,6,Kane Brown,Good As You,13,36
2019,6,Lizzo,Truth Hurts,3,37
2019,6,Calboy,Envy Me,23,38
2019,6,Billie Eilish,When The Party's Over,28,39
2019,6,Luke Combs,Beer Never Broke My Heart,3,40
2019,6,Luke Combs,Beautiful Crazy,28,41
2019,6,DJ Khaled Featuring SZA,Just Us,1,42
2019,6,"DJ Khaled Featuring Meek Mill, J Balvin, Lil Baby & Jeremih",You Stay,1,43
2019,6,Lee Brice,Rumor,11,44
2019,6,21 Savage,A Lot,22,45
2019,6,Panic! At The Disco,"Hey Look Ma, I Made It",6,46
2019,6,Marshmello Featuring CHVRCHES,Here With Me,11,47
2019,6,Thomas Rhett,Look What God Gave Her,12,48
2019,6,Blueface,Thotiana,19,49
2019,6,"Tyler, The Creator",I Think,1,50
2019,6,DJ Khaled Featuring Travis Scott & Post Malone,Celebrate,1,51
2019,6,Logic Featuring Eminem,Homicide,3,52
2019,6,Chase Rice,Eyes On You,14,53
2019,6,Billie Eilish,Bury A Friend,17,54
2019,6,Offset Featuring Cardi B,Clout,7,55
2019,6,"DJ Khaled Featuring Chris Brown, Lil Wayne & Big Sean",Jealous,1,56
2019,6,P!nk,Walk Me Home,12,57
2019,6,Lil Baby,Close Friends,30,58
2019,6,Kelsea Ballerini,Miss Me More,16,59
2019,6,YNW Melly,Murder On My Mind,18,60
2019,6,YK Osiris,Worth It,14,61
2019,6,Lil Uzi Vert,Sanguine Paradise,6,62
2019,6,Yo Gotti Featuring Lil Baby,Put A Date On It,17,63
2019,6,"Tyler, The Creator",Running Out Of Time,1,64
2019,6,Eli Young Band,Love Ain't,6,65
2019,6,"Tyler, The Creator",Igor's Theme,1,66
2019,6,Jonas Brothers,Cool,7,67
2019,6,Maren Morris,GIRL,12,68
2019,6,"Tyler, The Creator",New Magic Wand,1,69
2019,6,BTS Featuring Halsey,Boy With Luv,6,70
2019,6,Megan Thee Stallion,Big Ole Freak,7,71
2019,6,The Chainsmokers Featuring 5 Seconds Of Summer,Who Do You Love,15,72
2019,6,"Tyler, The Creator",A Boy Is A Gun,1,73
2019,6,Nipsey Hussle Featuring Roddy Ricch & Hit-Boy,Racks In The Middle,8,74
2019,6,"Lunay, Daddy Yankee & Bad Bunny",Soltera,2,75
2019,6,Beyonce,Before I Let Go,5,76
2019,6,Lil Dicky,Earth,5,77
2019,6,Mabel,Don't Call Me Up,9,78
2019,6,Lewis Capaldi,Someone You Loved,2,79
2019,6,Luke Bryan,Knockin' Boots,4,80
2019,6,Summer Walker X Drake,Girls Need Love,13,81
2019,6,Brett Eldredge,Love Someone,5,82
2019,6,Juice WRLD,Robbery,14,83
2019,6,"Tyler, The Creator",What's Good,1,84
2019,6,Lady Antebellum,What If I Never Get Over You,1,85
2019,6,NLE Choppa,Shotta Flow,5,86
2019,6,"Tyler, The Creator",Puppet,1,87
2019,6,Florida Georgia Line,Talk You Out Of It,14,88
2019,6,Jon Pardi,Night Shift,14,89
2019,6,DJ Khaled Featuring Meek Mill & Lil Baby,Weather The Storm,1,90
2019,6,"YG, Tyga & Jon Z",Go Loko,3,91
2019,6,Dan + Shay,All To Myself,3,92
2019,6,Jhene Aiko,Triggered,2,93
2019,6,Cody Johnson,On My Way To You,13,94
2019,6,Pedro Capo X Farruko,Calma,10,95
2019,6,Meek Mill Featuring Ella Mai,24/7,7,96
2019,6,Brett Young,Here Tonight,20,97
2019,6,Ozuna x Daddy Yankee x J Balvin x Farruko x Anuel AA,Baila Baila Baila,4,98
2019,6,Nicky Jam X Ozuna,Te Robare,2,99
2019,7,Lil Nas X Featuring Billy Ray Cyrus,Old Town Road,17,0
2019,7,Shawn Mendes & Camila Cabello,Senorita,1,1
2019,7,Billie Eilish,Bad Guy,13,2
2019,7,Khalid,Talk,20,3
2019,7,Ed Sheeran & Justin Bieber,I Don't Care,7,4
2019,7,Jonas Brothers,Sucker,17,5
2019,7,DaBaby,Suge,13,6
2019,7,Drake Featuring Rick Ross,Money In The Grave,2,7
2019,7,Chris Brown Featuring Drake,No Guidance,3,8
2019,7,Post Malone,Wow.,27,9
2019,7,Lizzo,Truth Hurts,8,10
2019,7,Post Malone & Swae Lee,Sunflower (Spider-Man: Into The Spider-Verse),36,11
2019,7,Taylor Swift,You Need To Calm Down,2,12
2019,7,Shawn Mendes,If I Can't Have You,8,13
2019,7,Sam Smith & Normani,Dancing With A Stranger,24,14
2019,7,Lil Nas X,Panini,1,15
2019,7,Halsey,Without Me,38,16
2019,7,Blake Shelton,God's Country,13,17
2019,7,Polo G Featuring Lil Tjay,Pop Out,14,18
2019,7,Nicki Minaj,MEGATRON,1,19
2019,7,Ava Max,Sweet But Psycho,28,20
2019,7,Lil Nas X & Cardi B Or Nas,Rodeo,1,21
2019,7,Ariana Grande,7 Rings,23,22
2019,7,Panic! At The Disco,"Hey Look Ma, I Made It",11,23
2019,7,Marshmello & Bastille,Happier,45,24
2019,7,Lee Brice,Rumor,16,25
2019,7,Katy Perry,Never Really Over,4,26
2019,7,Morgan Wallen,Whiskey Glasses,17,27
2019,7,Blanco Brown,The Git Up,3,28
2019,7,"Young Thug, J. Cole & Travis Scott",The London,5,29
2019,7,Taylor Swift Featuring Brendon Urie,ME!,10,30
2019,7,Panic! At The Disco,High Hopes,47,31
2019,7,Luke Combs,Beer Never Broke My Heart,8,32
2019,7,City Girls,Act Up,17,33
2019,7,"benny blanco, Halsey & Khalid",Eastside,50,34
2019,7,J. Cole,Middle Child,23,35
2019,7,Daddy Yankee & Katy Perry Featuring Snow,Con Calma,21,36
2019,7,Mustard & Migos,Pure Water,22,37
2019,7,Ed Sheeran Featuring Chance The Rapper & PnB Rock,Cross Me,5,38
2019,7,Meek Mill Featuring Drake,Going Bad,30,39
2019,7,Khalid,Better,41,40
2019,7,Lady Gaga & Bradley Cooper,Shallow,39,41
2019,7,Cardi B,Press,4,42
2019,7,Dan + Shay,Speechless,27,43
2019,7,Travis Scott,Sicko Mode,47,44
2019,7,"Tyler, The Creator",EARFQUAKE,6,45
2019,7,A Boogie Wit da Hoodie,Look Back At It,29,46
2019,7,NLE Choppa,Shotta Flow,10,47
2019,7,Ariana Grande,"Break Up With Your Girlfriend, I'm Bored",20,48
2019,7,Halsey,Nightmare,6,49
2019,7,Lil Tecca,Ran$om,4,50
2019,7,"YG, Tyga & Jon Z",Go Loko,8,51
2019,7,Lewis Capaldi,Someone You Loved,7,52
2019,7,Thomas Rhett,Look What God Gave Her,17,53
2019,7,Jonas Brothers,Cool,12,54
2019,7,Offset Featuring Cardi B,Clout,12,55
2019,7,Marshmello & Kane Brown,One Thing Right,1,56
2019,7,Kane Brown,Good As You,18,57
2019,7,YK Osiris,Worth It,19,58
2019,7,DJ Khaled Featuring SZA,Just Us,6,59
2019,7,Luke Bryan,Knockin' Boots,9,60
2019,7,P!nk,Walk Me Home,17,61
2019,7,Maren Morris,GIRL,17,62
2019,7,5 Seconds Of Summer,Easier,5,63
2019,7,Cardi B & Bruno Mars,Please Me,19,64
2019,7,Eric Church,Some Of It,5,65
2019,7,Dan + Shay,All To Myself,8,66
2019,7,Bad Bunny & Tainy,Callaita,3,67
2019,7,Meek Mill Featuring Ella Mai,24/7,12,68
2019,7,Ali Gatie,It's You,2,69
2019,7,Jason Aldean,Rearview Town,5,70
2019,7,Lil Baby Featuring Future,Out The Mud,1,71
2019,7,The Chainsmokers & Bebe Rexha,Call You Mine,4,72
2019,7,Summer Walker X Drake,Girls Need Love,18,73
2019,7,"Lunay, Daddy Yankee & Bad Bunny",Soltera,7,74
2019,7,Florida Georgia Line,Talk You Out Of It,19,75
2019,7,SHAED,Trampoline,4,76
2019,7,"Yella Beezy, Gucci Mane & Quavo",Bacc At It Again,5,77
2019,7,Beyonce,Before I Let Go,10,78
2019,7,DJ Khaled Featuring Cardi B & 21 Savage,Wish Wish,6,79
2019,7,Chris Young,Raised On Country,4,80
2019,7,Travis Scott,Wake Up,4,81
2019,7,"Sech, Darell, Nicky Jam, Ozuna & Anuel AA",Otro Trago,3,82
2019,7,Chase Rice,Eyes On You,19,83
2019,7,Bryce Vine Featuring YG,La La Land,4,84
2019,7,Billie Eilish,Ocean Eyes,18,85
2019,7,Marshmello Featuring CHVRCHES,Here With Me,16,86
2019,7,Brett Eldredge,Love Someone,10,87
2019,7,Lil Uzi Vert,Sanguine Paradise,11,88
2019,7,Eli Young Band,Love Ain't,11,89
2019,7,Pedro Capo X Farruko,Calma,15,90
2019,7,Jonas Brothers,Only Human,3,91
2019,7,Justin Moore,The Ones That Didn't Make It Back Home,2,92
2019,7,Megan Thee Stallion,Big Ole Freak,12,93
2019,7,NAV Featuring Meek Mill,Tap,3,94
2019,7,"DJ Khaled Featuring Meek Mill, J Balvin, Lil Baby & Jeremih",You Stay,4,95
2019,7,Ozuna x Daddy Yankee x J Balvin x Farruko x Anuel AA,Baila Baila Baila,9,96
2019,7,Megan Thee Stallion Featuring DaBaby,Cash Shit,1,97
2019,7,Drake,Omerta,2,98
2019,7,Martin Garrix Featuring Macklemore & Patrick Stump,Summer Days,1,99
2019,8,Lil Nas X Featuring Billy Ray Cyrus,Old Town Road,21,0
2019,8,Billie Eilish,Bad Guy,17,1
2019,8,Shawn Mendes & Camila Cabello,Senorita,5,2
2019,8,Khalid,Talk,24,3
2019,8,Lizzo,Truth Hurts,12,4
2019,8,Ed Sheeran & Justin Bieber,I Don't Care,11,5
2019,8,Post Malone Featuring Young Thug,Goodbyes,3,6
2019,8,Jonas Brothers,Sucker,21,7
2019,8,Post Malone & Swae Lee,Sunflower (Spider-Man: Into The Spider-Verse),40,8
2019,8,Shawn Mendes,If I Can't Have You,12,9
2019,8,Chris Brown Featuring Drake,No Guidance,7,10
2019,8,DaBaby,Suge,17,11
2019,8,Drake Featuring Rick Ross,Money In The Grave,6,12
2019,8,Blanco Brown,The Git Up,7,13
2019,8,Taylor Swift,You Need To Calm Down,6,14
2019,8,Panic! At The Disco,"Hey Look Ma, I Made It",15,15
2019,8,Sam Smith & Normani,Dancing With A Stranger,28,16
2019,8,Post Malone,Wow.,31,17
2019,8,Lil Tecca,Ran$om,8,18
2019,8,Lewis Capaldi,Someone You Loved,11,19
2019,8,Blake Shelton,God's Country,17,20
2019,8,Halsey,Without Me,42,21
2019,8,"Young Thug, J. Cole & Travis Scott",The London,9,22
2019,8,Luke Combs,Beer Never Broke My Heart,12,23
2019,8,Ed Sheeran Featuring Khalid,Beautiful People,4,24
2019,8,Polo G Featuring Lil Tjay,Pop Out,18,25
2019,8,Marshmello & Bastille,Happier,49,26
2019,8,Lil Nas X,Panini,5,27
2019,8,Sam Smith,How Do You Sleep?,1,28
2019,8,Dan + Shay,Speechless,31,29
2019,8,Ava Max,Sweet But Psycho,32,30
2019,8,Katy Perry,Never Really Over,8,31
2019,8,Ariana Grande,7 Rings,27,32
2019,8,Panic! At The Disco,High Hopes,51,33
2019,8,Morgan Wallen,Whiskey Glasses,21,34
2019,8,NLE Choppa,Shotta Flow,14,35
2019,8,Saweetie,My Type,4,36
2019,8,Luke Bryan,Knockin' Boots,13,37
2019,8,Lee Brice,Rumor,20,38
2019,8,City Girls,Act Up,21,39
2019,8,Dan + Shay,All To Myself,12,40
2019,8,Lil Baby & DaBaby,Baby,1,41
2019,8,Khalid,Better,45,42
2019,8,Maren Morris,GIRL,21,43
2019,8,Meek Mill Featuring Drake,Going Bad,34,44
2019,8,Travis Scott,Sicko Mode,51,45
2019,8,Lady Gaga & Bradley Cooper,Shallow,43,46
2019,8,Daddy Yankee & Katy Perry Featuring Snow,Con Calma,25,47
2019,8,J. Cole,Middle Child,27,48
2019,8,Offset Featuring Cardi B,Clout,16,49
2019,8,Megan Thee Stallion Featuring DaBaby,Cash Shit,5,50
2019,8,"Anuel AA, Daddy Yankee, Karol G, Ozuna & J Balvin",China,1,51
2019,8,YK Osiris,Worth It,23,52
2019,8,Jason Aldean,Rearview Town,9,53
2019,8,Bad Bunny & Tainy,Callaita,7,54
2019,8,"YG, Tyga & Jon Z",Go Loko,12,55
2019,8,DJ Khaled Featuring SZA,Just Us,10,56
2019,8,Taylor Swift Featuring Brendon Urie,ME!,14,57
2019,8,Eric Church,Some Of It,9,58
2019,8,Marshmello & Kane Brown,One Thing Right,5,59
2019,8,Ed Sheeran Featuring Chance The Rapper & PnB Rock,Cross Me,9,60
2019,8,Ed Sheeran & Travis Scott,Antisocial,2,61
2019,8,Cardi B,Press,8,62
2019,8,5 Seconds Of Summer,Easier,9,63
2019,8,Florida Georgia Line,Talk You Out Of It,23,64
2019,8,The Chainsmokers & Bebe Rexha,Call You Mine,8,65
2019,8,SHAED,Trampoline,8,66
2019,8,Justin Moore,The Ones That Didn't Make It Back Home,6,67
2019,8,Taylor Swift,The Archer,1,68
2019,8,"Tyler, The Creator",EARFQUAKE,10,69
2019,8,Chris Young,Raised On Country,8,70
2019,8,Ali Gatie,It's You,6,71
2019,8,Lil Nas X & Cardi B Or Nas,Rodeo,5,72
2019,8,"Lunay, Daddy Yankee & Bad Bunny",Soltera,11,73
2019,8,Bryce Vine Featuring YG,La La Land,8,74
2019,8,"Beyonce, SAINt JHN & Wizkid Featuring Blue Ivy Carter",Brown Skin Girl,1,75
2019,8,Y2K & bbno$,Lalala,4,76
2019,8,Jonas Brothers,Only Human,6,77
2019,8,"Sech, Darell, Nicky Jam, Ozuna & Anuel AA",Otro Trago,7,78
2019,8,Meek Mill Featuring Ella Mai,24/7,16,79
2019,8,Halsey,Nightmare,10,80
2019,8,Ellie Goulding & Juice WRLD,Hate Me,1,81
2019,8,"Jhay Cortez, J Balvin & Bad Bunny",No Me Conoce,3,82
2019,8,Jonas Brothers,Cool,16,83
2019,8,Beyonce,Before I Let Go,14,84
2019,8,Chris Lane,I Don't Know About You,3,85
2019,8,NAV Featuring Meek Mill,Tap,7,86
2019,8,"Dreamville Featuring J. Cole, Lute & DaBaby",Under The Sun,3,87
2019,8,Carrie Underwood,Southbound,2,88
2019,8,"Beyonce, JAY-Z & Childish Gambino Featuring Oumou Sangare",Mood 4 Eva,1,89
2019,8,DJ Khaled Featuring Cardi B & 21 Savage,Wish Wish,8,90
2019,8,Eli Young Band,Love Ain't,15,91
2019,8,"Mustard featuring NAV, Playboi Carti & A Boogie Wit da Hoodie",Baguettes In The Face,2,92
2019,8,Mustard & Roddy Ricch,Ballin',1,93
2019,8,Pedro Capo X Farruko,Calma,19,94
2019,8,J Balvin & Bad Bunny,Que Pretendes,4,95
2019,8,Lil Uzi Vert,Sanguine Paradise,15,96
2019,8,Kenny Chesney,Tip Of My Tongue,2,97
2019,8,Ed Sheeran Featuring Camila Cabello & Cardi B,South Of The Border,2,98
2019,8,Nicki Minaj,MEGATRON,4,99
2019,9,Lizzo,Truth Hurts,17,0
2019,9,Shawn Mendes & Camila Cabello,Senorita,10,1
2019,9,Billie Eilish,Bad Guy,22,2
2019,9,Taylor Swift,You Need To Calm Down,11,3
2019,9,Lil Nas X Featuring Billy Ray Cyrus,Old Town Road,26,4
2019,9,Lil Tecca,Ran$om,13,5
2019,9,Chris Brown Featuring Drake,No Guidance,12,6
2019,9,Khalid,Talk,29,7
2019,9,Ed Sheeran & Justin Bieber,I Don't Care,16,8
2019,9,Taylor Swift,Lover,2,9
2019,9,Taylor Swift Featuring Brendon Urie,ME!,19,10
2019,9,Post Malone Featuring Young Thug,Goodbyes,8,11
2019,9,Lewis Capaldi,Someone You Loved,16,12
2019,9,Drake Featuring Rick Ross,Money In The Grave,11,13
2019,9,Jonas Brothers,Sucker,26,14
2019,9,Shawn Mendes,If I Can't Have You,17,15
2019,9,Post Malone & Swae Lee,Sunflower (Spider-Man: Into The Spider-Verse),45,16
2019,9,DaBaby,Suge,22,17
2019,9,Blanco Brown,The Git Up,12,18
2019,9,Ed Sheeran Featuring Khalid,Beautiful People,9,19
2019,9,Saweetie,My Type,9,20
2019,9,Ariana Grande & Social House,Boyfriend,4,21
2019,9,Taylor Swift,The Man,1,22
2019,9,Lil Baby & DaBaby,Baby,6,23
2019,9,"Young Thug, J. Cole & Travis Scott",The London,14,24
2019,9,Sam Smith & Normani,Dancing With A Stranger,33,25
2019,9,Luke Combs,Beer Never Broke My Heart,17,26
2019,9,Taylor Swift,I Forgot That You Existed,1,27
2019,9,Taylor Swift,Cruel Summer,1,28
2019,9,Polo G Featuring Lil Tjay,Pop Out,23,29
2019,9,"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign",Hot Girl Summer,3,30
2019,9,Halsey,Without Me,47,31
2019,9,Dan + Shay,Speechless,36,32
2019,9,Luke Bryan,Knockin' Boots,18,33
2019,9,Post Malone,Wow.,36,34
2019,9,Sam Smith,How Do You Sleep?,6,35
2019,9,Panic! At The Disco,"Hey Look Ma, I Made It",20,36
2019,9,Taylor Swift,The Archer,3,37
2019,9,Young Thug Featuring Gunna,Hot,2,38
2019,9,Lil Nas X,Panini,10,39
2019,9,SHAED,Trampoline,13,40
